YEAR,MONTH,STATEFIP,WTFINL,EARNWEEK2,AGE,SEX,OCC,UHRSWORKT,EDUC
2025,9,33,1591.5334,1730.0,42,2,705,55,81
2025,9,6,5355.8401,1154.0,27,1,9130,40,73
2025,9,39,9662.6543,576.0,24,1,5510,36,50
2025,9,48,3992.3541,208.0,65,1,5240,15,111
2025,9,41,2676.5018,1920.0,43,1,220,997,73
2025,9,48,5014.1378,1730.0,41,2,2635,25,81
2025,9,51,5781.2401,640.0,49,1,4010,40,91
2025,9,48,4328.9892,1500.0,38,1,7200,40,111
2025,9,28,1215.6721,2080.0,20,1,6950,40,73
2025,9,49,2030.6775,1038.0,58,1,1108,40,111
2025,9,6,4043.4675,2020.0,65,2,440,40,81
2025,9,6,4407.6179,640.0,31,1,9620,40,71
2025,9,37,7400.3709,220.0,18,2,4720,20,73
2025,9,12,4735.2417,1630.0,48,2,350,40,123
2025,9,48,4171.8447,360.0,74,1,9130,8,92
2025,9,36,4967.8047,770.0,51,2,3870,40,92
2025,9,12,5169.4319,834.0,59,1,9142,997,111
2025,9,12,5301.4423,2400.0,43,2,310,40,111
2025,9,44,1937.4825,1080.0,26,1,7730,40,73
2025,9,29,6919.9278,1046.0,34,2,3645,38,81
2025,9,47,4250.8608,1440.0,27,1,735,40,111
2025,9,12,5588.2163,436.0,54,2,4720,30,73
2025,9,26,4506.3025,500.0,61,2,4760,40,73
2025,9,34,4043.9711,1790.0,54,1,2810,40,111
2025,9,6,6280.3979,500.0,59,1,2060,40,91
2025,9,12,6529.9818,800.0,35,2,3603,40,111
2025,9,22,1667.8656,590.0,34,2,2310,40,111
2025,9,6,4637.071,880.0,30,2,4110,40,73
2025,9,6,4660.2529,9640.98,37,1,1021,40,123
2025,9,53,6590.7444,880.0,21,1,7200,40,73
2025,9,12,5738.4983,630.0,36,1,3930,35,73
2025,9,15,1003.6644,1174.0,47,2,900,38,73
2025,9,37,5434.0317,472.0,70,1,4710,997,73
2025,9,48,9727.1113,1900.0,25,1,9130,60,73
2025,9,41,2260.4758,3460.0,48,1,4840,997,123
2025,9,40,1974.7367,650.0,33,1,9645,40,73
2025,9,17,5012.5499,1154.0,64,2,705,40,111
2025,9,29,3772.7087,1300.0,49,1,9130,997,73
2025,9,51,5665.7821,576.0,55,2,2300,40,123
2025,9,4,4311.9059,1380.0,69,1,2040,40,123
2025,9,36,7005.016,1630.0,23,1,800,40,111
2025,9,5,1395.889,1440.0,45,1,5550,40,91
2025,9,49,2050.9497,924.0,24,2,5240,40,111
2025,9,27,7299.727,544.0,45,1,9645,40,73
2025,9,29,5673.4069,1540.0,39,2,4700,40,111
2025,9,17,3690.3605,750.0,34,1,7200,35,123
2025,9,33,1228.4436,9640.98,51,1,5740,40,123
2025,9,53,3856.6682,200.0,46,1,6050,30,2
2025,9,1,5851.6618,200.0,20,1,4020,35,20
2025,9,18,6116.4457,192.0,17,2,5400,16,60
2025,9,37,5978.6825,166.0,27,1,4160,15,73
2025,9,33,1208.8311,1540.0,49,2,4810,45,81
2025,9,36,4595.2392,340.0,46,2,4720,20,73
2025,9,48,4688.634,1058.0,55,2,630,20,92
2025,9,5,2058.3673,1930.0,59,2,3910,40,111
2025,9,36,4821.8491,620.0,47,2,6050,40,20
2025,9,5,1337.9035,2300.0,49,2,960,40,125
2025,9,48,4725.4384,2760.0,42,1,2100,40,124
2025,9,41,2183.1063,780.0,37,2,4000,15,92
2025,9,54,854.9575,674.0,52,2,3421,40,73
2025,9,6,6029.8355,2720.0,27,2,2320,40,111
2025,9,48,4765.8569,1190.0,32,2,2310,40,111
2025,9,41,2402.1445,924.0,33,2,5400,40,111
2025,9,38,1057.0312,1240.0,38,1,440,40,81
2025,9,26,4354.3707,450.0,48,2,5740,35,111
2025,9,20,3154.6276,1360.0,32,1,9620,997,81
2025,9,50,377.9986,768.0,45,2,3255,36,111
2025,9,38,579.4823,1540.0,32,1,4020,50,91
2025,9,29,6089.2763,708.0,44,2,4230,40,50
2025,9,42,4355.888,760.0,35,2,1555,40,81
2025,9,50,646.4199,90.0,35,1,7800,30,40
2025,9,40,6140.0297,560.0,21,2,5300,40,92
2025,9,48,3994.1251,624.0,56,1,6050,997,73
2025,9,53,3305.081,3080.0,60,1,4850,40,81
2025,9,26,5263.8541,540.0,44,2,3603,36,73
2025,9,24,4435.8549,1920.0,63,2,3255,48,111
2025,9,19,2651.2088,408.0,20,1,9620,24,81
2025,9,39,6322.5329,1540.0,33,2,440,40,111
2025,9,6,4305.8225,2000.0,36,2,2310,40,123
2025,9,16,1062.4147,2880.0,65,2,8740,40,73
2025,9,35,2463.8033,456.0,19,1,4130,55,73
2025,9,21,3378.8313,1920.0,34,1,845,40,111
2025,9,6,4614.8277,1440.0,72,1,7315,60,111
2025,9,50,396.2528,924.0,61,2,4220,40,73
2025,9,15,859.1134,1096.0,38,2,4055,40,111
2025,9,56,435.4411,400.0,40,2,4020,997,73
2025,9,47,5324.0896,960.0,24,1,6230,40,91
2025,9,55,2401.8392,1320.0,46,1,6410,48,81
2025,9,37,6267.7194,770.0,34,2,3603,36,92
2025,9,10,907.9609,698.0,59,1,8990,40,50
2025,9,30,607.9669,746.0,44,2,5240,40,81
2025,9,48,4864.0088,1350.0,51,2,3220,50,91
2025,9,55,3440.3276,1540.0,57,2,150,50,73
2025,9,1,3193.0468,924.0,26,2,2310,40,123
2025,9,35,1455.556,1260.0,27,1,705,40,81
2025,9,42,6014.9644,520.0,57,2,5240,40,111
2025,9,33,1457.5191,400.0,41,2,5120,15,111
2025,9,31,1217.6643,1620.0,48,1,8990,45,111
2025,9,39,5393.871,4.0,43,2,5420,38,111
2025,9,19,2437.8486,1380.0,41,2,710,40,111
2025,9,37,9806.8497,616.0,34,1,5510,35,81
2025,9,42,7468.3821,2880.0,44,1,705,40,73
2025,9,18,4649.7879,288.0,72,2,4965,18,81
2025,9,48,6166.849,1154.0,23,2,1970,40,111
2025,9,11,359.5407,3840.0,47,2,705,40,123
2025,9,29,6081.4733,1920.0,43,1,3910,40,111
2025,9,46,1152.8547,1730.0,34,1,1106,40,92
2025,9,39,4565.8625,1360.0,38,1,6260,40,92
2025,9,11,399.2286,9640.98,38,2,2100,45,124
2025,9,48,4213.9505,480.0,67,2,2545,997,111
2025,9,54,859.6929,1000.0,47,2,4720,40,111
2025,9,31,1180.4233,2120.0,55,1,310,50,91
2025,9,6,5889.6416,9640.98,28,2,1021,40,123
2025,9,9,3044.8224,950.0,47,2,3421,40,81
2025,9,39,4547.0695,1000.0,42,1,4710,40,111
2025,9,26,5307.7864,2520.0,31,1,6355,40,91
2025,9,45,2760.3772,1040.0,50,2,5400,40,73
2025,9,15,954.8462,1730.0,46,2,520,40,123
2025,9,2,448.5218,9640.98,46,1,8740,80,73
2025,9,30,644.8161,1154.0,32,2,3423,32,123
2025,9,6,5327.9802,1040.0,27,1,4000,40,73
2025,9,56,375.5307,696.0,69,2,4720,36,73
2025,9,26,4495.9909,384.0,69,1,4220,24,73
2025,9,56,461.8878,800.0,31,1,4700,40,81
2025,9,20,3191.6352,1038.0,50,2,5240,40,73
2025,9,50,452.6572,1600.0,62,1,530,40,73
2025,9,41,2530.3045,1430.0,28,1,8990,48,81
2025,9,36,5626.5512,1250.0,48,1,6230,40,73
2025,9,25,3333.2631,1270.0,32,1,800,40,123
2025,9,36,5445.3221,4000.0,52,1,440,40,123
2025,9,53,4987.2132,2300.0,38,1,1021,40,111
2025,9,11,365.8472,1730.0,63,2,2320,40,123
2025,9,47,6863.609,840.0,44,1,9620,40,73
2025,9,53,5040.4783,3840.0,33,1,440,50,123
2025,9,17,4456.2143,346.0,61,2,4920,5,111
2025,9,8,4076.3168,962.0,27,1,5860,60,111
2025,9,22,1774.1563,346.0,18,2,4055,25,73
2025,9,50,446.5145,770.0,56,1,9121,40,92
2025,9,38,563.0799,1260.0,68,1,7340,45,81
2025,9,26,4999.9169,2280.0,62,1,8740,40,92
2025,9,34,3946.1716,1200.0,57,2,5000,40,73
2025,9,53,4037.4953,9640.98,63,2,1006,45,123
2025,9,17,4238.6342,300.0,70,2,4720,20,73
2025,9,36,5237.8319,1920.0,80,1,6260,40,111
2025,9,19,3233.528,700.0,29,2,9610,0,71
2025,9,25,3035.9953,9640.98,65,2,140,40,123
2025,9,49,1844.0235,692.0,33,1,440,40,111
2025,9,4,4970.6384,9640.98,41,1,40,50,111
2025,9,12,5479.9871,920.0,35,2,4220,40,73
2025,9,5,2615.7186,2140.0,28,1,7750,60,73
2025,9,21,4196.6105,490.0,42,1,6050,35,60
2025,9,20,3134.2318,1760.0,30,1,6355,40,91
2025,9,38,682.896,1350.0,64,1,2014,40,111
2025,9,21,4646.2549,1690.0,41,2,910,40,73
2025,9,6,4535.3895,2160.0,36,2,3255,36,111
2025,9,6,4533.9387,1370.0,36,2,5860,35,111
2025,9,10,714.6891,1096.0,36,2,3802,40,123
2025,9,6,5866.3508,9640.98,46,1,3010,40,125
2025,9,39,5270.9989,1980.0,27,1,2060,40,111
2025,9,1,3820.5411,480.0,24,2,4055,40,73
2025,9,51,11806.2182,1750.0,40,1,4220,48,73
2025,9,15,829.46,3360.0,56,1,5410,40,111
2025,9,48,4182.1335,1960.0,33,1,1021,40,111
2025,9,25,3697.0204,750.0,64,2,7720,40,73
2025,9,15,980.6458,1730.0,46,2,340,40,111
2025,9,34,3762.3321,3780.0,57,1,5630,52,73
2025,9,31,1604.8697,1640.0,43,1,4700,45,92
2025,9,2,441.8166,2180.0,49,2,3255,32,111
2025,9,17,4488.416,2300.0,42,1,7010,40,111
2025,9,6,6229.5589,1160.0,30,1,4850,40,111
2025,9,39,4636.28,252.0,49,2,4020,18,73
2025,9,27,5451.5728,206.0,60,2,5120,10,81
2025,9,48,4155.5466,506.0,47,1,6230,40,91
2025,9,12,4668.7835,650.0,74,1,2600,40,73
2025,9,13,6110.1965,230.0,18,2,7750,40,71
2025,9,48,4232.5005,1000.0,40,2,440,40,73
2025,9,32,1472.0111,1500.0,36,2,3258,65,123
2025,9,29,6215.9582,4420.0,36,1,3090,40,125
2025,9,11,1194.3632,9640.98,40,1,120,40,124
2025,9,22,1582.0675,1500.0,42,1,7210,50,50
2025,9,32,2053.5158,1000.0,65,2,350,40,73
2025,9,53,4346.7291,962.0,45,2,4760,35,81
2025,9,37,3846.7013,722.0,19,1,6050,38,73
2025,9,33,1091.2126,360.0,60,1,9645,24,81
2025,9,31,1302.3403,828.0,25,1,7420,42,73
2025,9,34,3362.9881,232.0,71,2,5120,8,111
2025,9,48,5533.3577,440.0,65,1,9130,997,81
2025,9,42,5552.8459,750.0,63,1,9121,30,91
2025,9,24,5391.7357,600.0,61,2,630,40,92
2025,9,34,4623.9406,9640.98,48,1,700,40,111
2025,9,37,3416.3992,140.0,73,2,4720,997,73
2025,9,42,4619.9834,1220.0,59,1,5860,40,125
2025,9,29,6933.2278,892.0,25,2,4700,40,71
2025,9,45,6129.5941,540.0,21,2,5400,60,81
2025,9,6,5006.9838,646.0,63,2,3500,40,111
2025,9,24,5018.0127,750.0,59,2,4230,40,60
2025,9,36,5348.1698,3840.0,31,1,110,40,111
2025,9,28,1657.967,674.0,73,2,5740,997,81
2025,9,31,1457.9236,120.0,18,2,3603,8,73
2025,9,48,4144.2352,4.0,52,2,2310,40,111
2025,9,4,3209.3716,770.0,70,2,2360,40,91
2025,9,47,10469.1504,450.0,30,1,6260,40,40
2025,9,36,4201.5156,2260.0,39,1,2100,40,124
2025,9,33,1208.8311,682.0,45,2,2310,37,111
2025,9,1,2235.4002,910.0,42,1,8990,40,73
2025,9,22,1642.3955,596.0,28,2,2310,40,111
2025,9,11,443.7002,3180.0,28,2,120,55,111
2025,9,16,1368.0581,940.0,40,1,540,40,123
2025,9,33,1224.787,1350.0,48,1,20,50,81
2025,9,46,696.8974,350.0,71,1,4251,25,111
2025,9,44,1838.1553,2880.0,21,1,3740,70,73
2025,9,32,1604.9699,688.0,42,2,4400,40,73
2025,9,18,3694.3876,1000.0,45,1,8650,40,73
2025,9,56,323.7266,1134.0,40,2,9005,40,73
2025,9,19,4369.4065,720.0,22,2,4010,40,73
2025,9,6,6643.3498,4320.0,36,1,1240,50,125
2025,9,50,311.4928,750.0,78,2,4110,45,73
2025,9,13,5091.7581,276.0,76,1,440,50,125
2025,9,2,378.9903,804.0,52,1,4220,40,73
2025,9,49,2192.54,760.0,21,1,6355,40,73
2025,9,22,1746.4198,438.0,66,2,2861,40,81
2025,9,49,1656.2681,480.0,25,2,4510,30,81
2025,9,12,5820.9774,2300.0,30,1,3960,40,73
2025,9,50,594.7683,3080.0,43,1,10,40,73
2025,9,25,4088.7486,1360.0,66,1,7330,997,73
2025,9,35,1565.7988,1250.0,39,2,4760,46,111
2025,9,12,5707.6656,2220.0,54,1,2100,997,124
2025,9,17,5442.1203,1200.0,39,1,4220,40,73
2025,9,6,6122.8311,866.0,51,2,3602,50,73
2025,9,39,4862.6259,1200.0,60,2,4010,40,92
2025,9,37,5041.5959,800.0,58,1,7855,40,10
2025,9,42,4788.4801,3840.0,31,2,3090,40,124
2025,9,18,2977.8012,512.0,62,1,5510,25,73
2025,9,48,4495.9881,1730.0,39,1,6200,45,111
2025,9,42,3810.0907,1750.0,62,2,120,40,73
2025,9,32,2368.5234,742.0,62,2,5120,40,73
2025,9,34,4177.2367,2260.0,52,1,1220,40,125
2025,9,38,575.8742,1000.0,39,1,6410,40,81
2025,9,36,6162.6423,1154.0,32,1,630,38,111
2025,9,6,5395.393,1540.0,46,1,910,60,92
2025,9,39,5367.9052,1250.0,43,1,5540,40,111
2025,9,32,1942.0604,640.0,21,2,5400,40,73
2025,9,12,6156.9773,850.0,54,2,5400,40,91
2025,9,40,2895.0985,1154.0,41,2,3245,35,123
2025,9,48,3598.7322,840.0,57,2,4230,40,60
2025,9,47,5512.9496,962.0,53,2,5400,40,91
2025,9,39,5091.0098,240.0,19,1,4055,16,81
2025,9,32,5598.1616,800.0,28,2,1006,35,92
2025,9,28,1079.8763,2780.0,23,1,3401,48,111
2025,9,24,3027.3094,9640.98,32,1,710,40,111
2025,9,15,2026.5634,1580.0,25,1,3802,45,91
2025,9,4,3913.0156,1350.0,54,2,1006,40,111
2025,9,23,1357.0566,1000.0,31,2,7750,40,111
2025,9,42,4539.9569,962.0,56,2,5110,50,123
2025,9,55,3929.5384,1240.0,55,1,6200,40,71
2025,9,20,2082.6006,3400.0,55,1,10,55,123
2025,9,19,2596.9077,720.0,38,2,3421,40,73
2025,9,20,3670.2359,98.0,61,2,3603,14,123
2025,9,16,1157.536,1104.0,51,1,9600,48,73
2025,9,40,5178.6086,780.0,24,2,9620,40,73
2025,9,12,5318.7432,550.0,23,1,1010,30,111
2025,9,48,6157.2155,1000.0,39,2,5110,40,73
2025,9,49,2196.3348,1000.0,20,1,3603,40,73
2025,9,10,622.6831,808.0,65,2,4920,997,73
2025,9,6,5058.5762,1058.0,53,2,2710,40,111
2025,9,22,4145.82,1000.0,28,2,3802,40,91
2025,9,6,5452.2353,1620.0,60,1,440,40,73
2025,9,12,6279.6017,720.0,21,1,6355,78,73
2025,9,39,4638.6195,2400.0,45,2,705,45,123
2025,9,42,4937.0787,866.0,63,2,4700,40,111
2025,9,33,1365.8722,2500.0,47,1,9050,45,123
2025,9,21,8091.5896,720.0,25,1,6400,40,73
2025,9,27,4441.1137,1000.0,33,1,440,40,92
2025,9,18,3221.6137,840.0,66,2,5160,40,73
2025,9,47,3174.0726,2180.0,55,1,440,50,81
2025,9,31,1299.4245,1250.0,62,1,6050,55,81
2025,9,42,7468.3821,1710.0,43,1,2310,50,123
2025,9,49,2128.4554,1300.0,60,1,9130,40,81
2025,9,41,2572.601,1440.0,24,1,1460,40,111
2025,9,41,2381.1038,4620.0,61,1,440,997,111
2025,9,12,3986.2819,2400.0,32,1,310,55,111
2025,9,41,2517.4674,1350.0,54,1,3323,40,111
2025,9,6,4258.7196,1350.0,45,2,5120,42,91
2025,9,25,3399.6446,2400.0,56,2,1021,40,81
2025,9,48,4249.0353,1058.0,61,1,350,20,111
2025,9,26,5245.5305,2280.0,63,1,7750,40,73
2025,9,55,6533.7008,1830.0,30,1,120,40,111
2025,9,1,3121.9668,1050.0,30,2,5120,40,91
2025,9,10,601.2568,1160.0,66,1,4220,40,73
2025,9,8,4858.4268,800.0,39,2,420,40,123
2025,9,48,4534.6297,900.0,35,1,1541,40,73
2025,9,30,616.4966,500.0,30,2,4140,35,73
2025,9,48,4791.1798,1200.0,36,2,1551,45,81
2025,9,42,3408.0054,260.0,80,1,3960,20,123
2025,9,1,4026.9167,2940.0,45,2,3255,40,111
2025,9,29,3117.663,538.0,62,2,3255,20,111
2025,9,1,2177.384,384.0,25,1,9645,40,73
2025,9,15,914.0342,1058.0,41,2,310,40,73
2025,9,12,4624.4509,1000.0,57,1,4850,40,92
2025,9,16,1043.5111,2880.0,48,1,2205,40,125
2025,9,46,1113.7724,1800.0,41,1,4700,40,73
2025,9,8,5942.0965,576.0,67,1,5500,40,92
2025,9,6,4405.3364,3760.0,48,2,2710,40,111
2025,9,24,3377.2978,962.0,30,1,4850,40,111
2025,9,5,2271.5891,2880.0,35,1,5240,40,123
2025,9,36,5471.5834,3260.0,66,1,800,40,111
2025,9,12,5109.0325,200.0,57,2,5740,40,111
2025,9,21,4532.2596,412.0,43,2,4600,36,73
2025,9,6,4016.2121,550.0,19,1,4055,997,81
2025,9,26,3007.2528,158.0,70,2,2435,10,111
2025,9,46,975.0763,1120.0,61,1,9620,40,71
2025,9,44,978.5946,800.0,45,2,5400,40,73
2025,9,36,3483.9977,1410.0,75,2,10,40,123
2025,9,27,8651.9647,1600.0,21,1,1021,40,111
2025,9,48,6289.3272,420.0,39,1,4621,41,81
2025,9,27,5041.4558,750.0,29,2,5240,32,111
2025,9,37,4189.3157,1410.0,72,1,710,45,123
2025,9,47,2966.6018,720.0,85,1,4220,40,81
2025,9,17,20311.7855,720.0,26,2,3603,36,111
2025,9,47,6180.7405,300.0,21,1,4030,20,73
2025,9,30,534.957,2320.0,50,1,4760,40,91
2025,9,17,5678.3742,526.0,74,2,5000,35,111
2025,9,56,477.6922,3500.0,44,1,1430,50,123
2025,9,33,1457.5191,1250.0,41,2,4810,38,111
2025,9,25,4324.6684,638.0,21,1,9645,35,81
2025,9,28,1524.1197,670.0,62,2,810,20,92
2025,9,26,8132.8289,390.0,28,2,5320,30,111
2025,9,42,5316.6984,1750.0,42,2,2850,25,123
2025,9,12,6244.8232,2020.0,48,1,1108,40,73
2025,9,12,5342.0169,480.0,47,2,3255,40,111
2025,9,17,4838.1327,962.0,43,2,5120,40,81
2025,9,15,936.1291,500.0,41,2,2310,32,81
2025,9,41,3024.5362,808.0,20,2,3422,50,73
2025,9,54,1204.3066,1360.0,32,2,1821,40,125
2025,9,48,4694.1497,550.0,61,2,2310,40,111
2025,9,36,5411.1643,9640.98,34,1,1021,40,111
2025,9,11,386.0751,2120.0,33,1,3945,50,123
2025,9,55,6312.7667,674.0,32,1,5510,40,73
2025,9,42,4768.6403,168.0,63,1,5260,10,73
2025,9,46,1199.1595,80.0,42,1,4810,40,111
2025,9,42,4890.801,850.0,60,1,9130,40,111
2025,9,35,787.9489,9640.98,58,1,10,40,81
2025,9,54,843.5594,550.0,55,2,4010,40,73
2025,9,29,4687.7839,742.0,60,2,5740,40,73
2025,9,48,4925.546,1210.0,33,2,2310,45,123
2025,9,30,672.0679,1500.0,34,2,1760,40,123
2025,9,31,2046.1492,1750.0,53,2,136,45,123
2025,9,13,9202.7032,1500.0,46,2,4000,40,73
2025,9,5,2448.2638,674.0,26,2,565,40,73
2025,9,6,4781.8499,2880.0,42,2,230,45,123
2025,9,25,3333.2631,3840.0,30,1,1010,40,111
2025,9,2,631.0877,1490.0,35,1,3802,997,81
2025,9,21,4520.2333,680.0,37,2,9640,40,73
2025,9,54,1164.0884,500.0,37,2,2545,40,81
2025,9,12,6619.5357,750.0,25,1,4220,40,73
2025,9,18,5183.4626,1178.0,42,1,1430,40,123
2025,9,45,2671.8157,750.0,34,2,2330,40,123
2025,9,32,1496.5312,1740.0,43,2,2310,60,123
2025,9,20,2761.7377,866.0,37,2,230,60,123
2025,9,21,3623.7591,960.0,80,2,5240,40,73
2025,9,12,6861.513,636.0,46,2,360,37,91
2025,9,38,737.9831,662.0,24,2,4055,20,81
2025,9,36,5801.3656,1250.0,55,1,4530,997,81
2025,9,39,3781.9158,1810.0,45,2,230,40,125
2025,9,16,1112.2115,866.0,66,2,4720,40,71
2025,9,6,4120.4557,1540.0,52,2,3245,40,111
2025,9,25,5657.0863,860.0,28,2,2002,40,123
2025,9,36,5198.2244,2300.0,47,2,4820,40,111
2025,9,6,5161.7037,1030.0,48,1,9620,40,73
2025,9,56,433.6189,2880.0,45,2,5400,40,111
2025,9,32,2139.0264,680.0,20,1,2180,40,81
2025,9,13,4064.1992,1920.0,71,1,3090,84,124
2025,9,35,837.4832,3000.0,79,2,2100,40,123
2025,9,53,3577.546,1720.0,47,1,9130,40,81
2025,9,19,2821.938,946.0,30,2,2310,40,111
2025,9,38,562.6323,808.0,48,2,440,35,91
2025,9,41,2443.3707,1380.0,52,1,5900,40,73
2025,9,30,500.9764,900.0,68,2,5110,40,73
2025,9,51,5886.2908,2400.0,46,2,120,40,111
2025,9,13,5140.7431,808.0,31,1,6660,40,81
2025,9,27,4058.0508,9640.98,65,1,2100,45,124
2025,9,46,773.4994,1620.0,35,2,4840,52,91
2025,9,6,4654.597,760.0,32,2,4120,40,73
2025,9,48,4550.8725,1920.0,58,2,2100,50,124
2025,9,40,2042.1259,76.0,75,2,5000,15,125
2025,9,29,4865.4653,570.0,36,1,4700,40,73
2025,9,32,2368.5234,1200.0,60,2,4965,60,81
2025,9,37,5255.1321,720.0,60,2,5110,40,73
2025,9,48,4041.8138,2880.0,68,1,120,32,111
2025,9,42,4173.4353,2020.0,54,1,7410,40,91
2025,9,6,7442.0511,1120.0,21,1,3245,40,92
2025,9,53,3232.7947,3260.0,46,1,1320,40,111
2025,9,11,460.0116,3180.0,43,1,10,40,111
2025,9,6,5725.8988,60.0,20,2,5120,9,81
2025,9,39,6913.4944,104.0,16,2,4150,8,50
2025,9,37,4512.5352,1000.0,61,2,630,40,111
2025,9,44,2265.3451,320.0,20,2,4055,997,81
2025,9,54,1584.3258,450.0,21,2,4110,25,73
2025,9,19,3794.7637,1350.0,46,2,2320,40,111
2025,9,34,3853.7888,9640.98,51,2,2310,35,123
2025,9,22,1838.0691,900.0,22,1,4040,55,81
2025,9,37,5463.1893,2000.0,33,1,705,40,123
2025,9,24,6699.3304,1000.0,47,2,9141,85,73
2025,9,49,2027.169,1440.0,56,1,3930,40,81
2025,9,23,1646.6593,760.0,54,2,5740,38,111
2025,9,12,6670.3386,674.0,22,1,8990,40,81
2025,9,27,5495.1605,2120.0,60,2,2205,50,125
2025,9,42,4539.9569,302.0,55,2,4020,28,73
2025,9,34,5049.0727,2400.0,39,1,1010,45,111
2025,9,12,3555.5173,1000.0,68,2,5860,40,81
2025,9,40,2101.0624,384.0,68,2,4700,32,73
2025,9,44,949.4283,1260.0,51,1,9150,997,73
2025,9,18,4785.3316,10.0,54,1,5510,40,73
2025,9,40,2985.2974,738.0,30,2,3500,42,111
2025,9,11,443.7002,1400.0,29,2,2310,997,123
2025,9,45,4110.462,2500.0,26,1,4700,48,111
2025,9,39,3181.2625,732.0,79,2,5740,35,81
2025,9,33,1073.329,1710.0,66,2,2205,40,125
2025,9,25,4202.4831,4.0,34,2,420,40,123
2025,9,33,1726.714,2080.0,23,1,6355,40,73
2025,9,36,4160.2987,1920.0,55,2,2205,40,123
2025,9,17,3885.5299,1750.0,31,1,3090,60,124
2025,9,16,1159.775,366.0,30,1,9130,24,81
2025,9,26,4257.0642,1530.0,62,1,7000,45,81
2025,9,39,4679.0561,1126.0,65,1,5510,4,92
2025,9,54,983.7413,962.0,50,1,8990,40,73
2025,9,54,792.4394,4240.0,61,1,220,50,81
2025,9,37,7104.2258,720.0,29,2,4120,40,73
2025,9,42,6346.7397,2020.0,39,1,2810,40,111
2025,9,36,4750.9616,538.0,30,1,9645,40,71
2025,9,25,2394.4294,960.0,64,1,4200,40,73
2025,9,50,409.6429,1250.0,46,2,630,40,111
2025,9,1,3193.205,1540.0,30,1,4710,40,73
2025,9,6,5620.0701,960.0,58,1,4220,40,73
2025,9,53,3411.3556,450.0,57,1,5510,30,73
2025,9,48,4462.2515,1340.0,39,2,2014,40,123
2025,9,44,1093.6387,1920.0,35,1,440,40,123
2025,9,42,4974.8416,440.0,21,2,4720,40,30
2025,9,31,1604.8697,2000.0,40,1,4700,40,73
2025,9,41,2250.04,80.0,36,1,4700,40,123
2025,9,10,953.2921,760.0,33,2,565,40,73
2025,9,51,5588.1775,3460.0,43,2,3090,32,124
2025,9,9,3296.0581,800.0,39,2,3603,40,123
2025,9,47,4725.2433,9640.98,48,1,3090,40,125
2025,9,49,1516.2356,720.0,39,2,3423,40,73
2025,9,37,7949.947,288.0,21,2,5240,20,81
2025,9,17,5424.2911,1440.0,32,2,4920,50,81
2025,9,4,4151.1034,9640.98,48,2,3090,80,124
2025,9,11,1180.5538,2260.0,28,2,710,40,125
2025,9,17,3865.7752,630.0,48,2,4040,30,73
2025,9,30,893.9536,672.0,19,1,4760,32,73
2025,9,18,5501.9885,1350.0,56,1,2810,43,111
2025,9,27,4820.2665,1100.0,29,1,800,997,111
2025,9,10,892.736,640.0,55,2,5400,40,91
2025,9,53,3597.6656,1640.0,62,1,750,40,91
2025,9,49,1439.6662,904.0,70,2,10,20,73
2025,9,22,1364.2085,300.0,43,2,4130,20,91
2025,9,49,2811.6297,1250.0,27,1,1006,55,123
2025,9,35,957.1093,1440.0,46,2,310,40,73
2025,9,18,4811.8022,800.0,29,2,3603,40,81
2025,9,34,4005.36,1192.0,63,2,5120,38,81
2025,9,34,3733.7334,840.0,30,1,6355,40,81
2025,9,13,7430.4878,560.0,51,2,5710,997,111
2025,9,45,2670.7035,1400.0,26,2,2320,40,111
2025,9,18,3549.3054,1050.0,66,1,7330,40,73
2025,9,12,5564.035,600.0,40,1,4200,40,73
2025,9,34,3799.1418,1250.0,60,2,5740,35,111
2025,9,4,4221.5993,480.0,38,1,8555,30,123
2025,9,32,2035.7204,2000.0,70,1,3520,40,81
2025,9,11,398.6965,4420.0,64,1,60,50,123
2025,9,24,6489.0925,650.0,46,1,5240,38,123
2025,9,48,5114.1622,2980.0,45,1,1108,40,123
2025,9,45,2550.1022,594.0,58,2,3603,60,73
2025,9,50,384.1582,2200.0,56,2,4200,60,81
2025,9,32,2470.716,1220.0,47,1,4020,40,73
2025,9,44,1119.6784,760.0,60,1,6200,40,92
2025,9,49,1890.3872,218.0,17,2,4010,15,60
2025,9,21,5017.2067,600.0,46,2,9600,40,30
2025,9,54,903.1242,770.0,63,1,9620,40,73
2025,9,48,4811.31,1920.0,62,1,860,40,111
2025,9,25,3284.9328,1600.0,61,2,5840,40,73
2025,9,5,1289.4811,1920.0,53,2,2633,20,73
2025,9,4,5584.7712,668.0,29,1,6050,40,20
2025,9,20,3203.4599,140.0,16,2,4435,8,50
2025,9,17,4853.2206,1580.0,62,2,845,40,111
2025,9,47,3755.4533,550.0,22,2,3515,43,73
2025,9,26,5868.1381,680.0,28,2,3602,40,91
2025,9,54,794.2303,2400.0,57,1,20,60,73
2025,9,22,1707.1146,700.0,45,2,2145,40,81
2025,9,42,4845.9697,652.0,54,2,5400,60,81
2025,9,9,3765.3723,3080.0,50,1,230,40,123
2025,9,6,5541.4106,1058.0,59,1,6260,40,73
2025,9,54,1139.2664,1250.0,30,1,1745,40,123
2025,9,22,1924.8227,3260.0,55,1,440,40,92
2025,9,1,2491.7711,3680.0,69,1,1720,40,111
